[05:49:17:483]  PCM Hammer 021
[06:06:23:778]  Sending 'test device present' notification.
[06:06:23:781]  Setting timeout for Minimum, 0 ms.
[06:06:23:783]  TX: STPTO 0
[06:06:23:816]  OK
[06:06:23:817]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:23:830]  Empty response to STPX with data. OK.
[06:06:23:831]  Setting timeout for ReadCrc, 100 ms.
[06:06:23:832]  TX: STPTO 100
[06:06:23:840]  OK
[06:06:23:841]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:23:945]  RX: 6C F0 10 7D FF 02
[06:06:24:014]  Sending 'test device present' notification.
[06:06:24:016]  Setting timeout for Minimum, 0 ms.
[06:06:24:018]  TX: STPTO 0
[06:06:24:059]  OK
[06:06:24:061]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:24:073]  Empty response to STPX with data. OK.
[06:06:24:074]  Setting timeout for ReadCrc, 100 ms.
[06:06:24:074]  TX: STPTO 100
[06:06:24:082]  OK
[06:06:24:083]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:24:189]  RX: 6C F0 10 7D FF 02
[06:06:24:255]  Sending 'test device present' notification.
[06:06:24:256]  Setting timeout for Minimum, 0 ms.
[06:06:24:256]  TX: STPTO 0
[06:06:24:286]  OK
[06:06:24:287]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:24:299]  Empty response to STPX with data. OK.
[06:06:24:299]  Setting timeout for ReadCrc, 100 ms.
[06:06:24:301]  TX: STPTO 100
[06:06:24:308]  OK
[06:06:24:309]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:24:421]  RX: 6C F0 10 7D FF 02
[06:06:24:484]  Sending 'test device present' notification.
[06:06:24:485]  Setting timeout for Minimum, 0 ms.
[06:06:24:487]  TX: STPTO 0
[06:06:24:516]  OK
[06:06:24:517]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:24:531]  Empty response to STPX with data. OK.
[06:06:24:532]  Setting timeout for ReadCrc, 100 ms.
[06:06:24:534]  TX: STPTO 100
[06:06:24:541]  OK
[06:06:24:542]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:24:647]  RX: 6C F0 10 7D FF 02
[06:06:24:706]  Sending 'test device present' notification.
[06:06:24:707]  Setting timeout for Minimum, 0 ms.
[06:06:24:708]  TX: STPTO 0
[06:06:24:716]  OK
[06:06:24:717]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:24:767]  Empty response to STPX with data. OK.
[06:06:24:769]  Setting timeout for ReadCrc, 100 ms.
[06:06:24:772]  TX: STPTO 100
[06:06:24:781]  OK
[06:06:24:783]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:24:908]  RX: 6C F0 10 7D FF 02
[06:06:24:977]  Sending 'test device present' notification.
[06:06:24:979]  Setting timeout for Minimum, 0 ms.
[06:06:24:982]  TX: STPTO 0
[06:06:25:037]  OK
[06:06:25:038]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:25:051]  Empty response to STPX with data. OK.
[06:06:25:052]  Setting timeout for ReadCrc, 100 ms.
[06:06:25:052]  TX: STPTO 100
[06:06:25:058]  OK
[06:06:25:059]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:25:171]  RX: 6C F0 10 7D FF 02
[06:06:25:248]  Sending 'test device present' notification.
[06:06:25:251]  Setting timeout for Minimum, 0 ms.
[06:06:25:252]  TX: STPTO 0
[06:06:25:282]  OK
[06:06:25:283]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:25:296]  Empty response to STPX with data. OK.
[06:06:25:296]  Setting timeout for ReadCrc, 100 ms.
[06:06:25:297]  TX: STPTO 100
[06:06:25:304]  OK
[06:06:25:305]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:25:407]  RX: 6C F0 10 7D FF 02
[06:06:25:480]  Sending 'test device present' notification.
[06:06:25:481]  Setting timeout for Minimum, 0 ms.
[06:06:25:481]  TX: STPTO 0
[06:06:25:555]  OK
[06:06:25:556]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:25:569]  Empty response to STPX with data. OK.
[06:06:25:569]  Setting timeout for ReadCrc, 100 ms.
[06:06:25:570]  TX: STPTO 100
[06:06:25:577]  OK
[06:06:25:578]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:25:688]  RX: 6C F0 10 7D FF 02
[06:06:25:760]  Sending 'test device present' notification.
[06:06:25:762]  Setting timeout for Minimum, 0 ms.
[06:06:25:764]  TX: STPTO 0
[06:06:25:796]  OK
[06:06:25:799]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:25:813]  Empty response to STPX with data. OK.
[06:06:25:816]  Setting timeout for ReadCrc, 100 ms.
[06:06:25:819]  TX: STPTO 100
[06:06:25:872]  OK
[06:06:25:875]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:25:978]  RX: 6C F0 10 7D FF 02
[06:06:26:043]  Sending 'test device present' notification.
[06:06:26:047]  Setting timeout for Minimum, 0 ms.
[06:06:26:050]  TX: STPTO 0
[06:06:26:081]  OK
[06:06:26:083]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:26:094]  Empty response to STPX with data. OK.
[06:06:26:100]  Setting timeout for ReadCrc, 100 ms.
[06:06:26:103]  TX: STPTO 100
[06:06:26:113]  OK
[06:06:26:115]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:26:217]  RX: 6C F0 10 7D FF 02
[06:06:26:293]  Sending 'test device present' notification.
[06:06:26:296]  Setting timeout for Minimum, 0 ms.
[06:06:26:298]  TX: STPTO 0
[06:06:26:333]  OK
[06:06:26:335]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:26:349]  Empty response to STPX with data. OK.
[06:06:26:354]  Setting timeout for ReadCrc, 100 ms.
[06:06:26:355]  TX: STPTO 100
[06:06:26:362]  OK
[06:06:26:362]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:26:467]  RX: 6C F0 10 7D FF 02
[06:06:26:543]  Sending 'test device present' notification.
[06:06:26:545]  Setting timeout for Minimum, 0 ms.
[06:06:26:547]  TX: STPTO 0
[06:06:26:603]  OK
[06:06:26:603]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:26:611]  Empty response to STPX with data. OK.
[06:06:26:617]  Setting timeout for ReadCrc, 100 ms.
[06:06:26:619]  TX: STPTO 100
[06:06:26:625]  OK
[06:06:26:626]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:26:729]  RX: 6C F0 10 7D FF 02
[06:06:26:786]  Sending 'test device present' notification.
[06:06:26:787]  Setting timeout for Minimum, 0 ms.
[06:06:26:787]  TX: STPTO 0
[06:06:26:817]  OK
[06:06:26:818]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:26:832]  Empty response to STPX with data. OK.
[06:06:26:832]  Setting timeout for ReadCrc, 100 ms.
[06:06:26:833]  TX: STPTO 100
[06:06:26:841]  OK
[06:06:26:842]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:26:949]  RX: 6C F0 10 7D FF 02
[06:06:27:008]  Sending 'test device present' notification.
[06:06:27:010]  Setting timeout for Minimum, 0 ms.
[06:06:27:011]  TX: STPTO 0
[06:06:27:017]  OK
[06:06:27:019]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:27:025]  Empty response to STPX with data. OK.
[06:06:27:032]  Setting timeout for ReadCrc, 100 ms.
[06:06:27:033]  TX: STPTO 100
[06:06:27:042]  OK
[06:06:27:043]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:28:291]  Timeout during receive.
[06:06:28:360]  Sending 'test device present' notification.
[06:06:28:363]  Setting timeout for Minimum, 0 ms.
[06:06:28:365]  TX: STPTO 0
[06:06:28:421]  OK
[06:06:28:422]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:28:448]  Empty response to STPX with data. OK.
[06:06:28:449]  Setting timeout for ReadCrc, 100 ms.
[06:06:28:449]  TX: STPTO 100
[06:06:28:457]  OK
[06:06:28:458]  TX: STPX H:6C10F0, R:1, D:3D02020000060000
[06:06:28:565]  RX: 6C F0 10 7D 02 02 00 00 06 00 00 96 3A E3 3C
[06:06:28:571]  060000-07FFFF	963AE33C	963AE33C	Same	OperatingSystem
[06:06:28:590]  Sending 'test device present' notification.
[06:06:28:592]  Setting timeout for Minimum, 0 ms.
[06:06:28:592]  TX: STPTO 0
[06:06:28:619]  OK
[06:06:28:621]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:28:633]  Empty response to STPX with data. OK.
[06:06:28:634]  Setting timeout for ReadCrc, 100 ms.
[06:06:28:635]  TX: STPTO 100
[06:06:28:642]  OK
[06:06:28:647]  Sending 'test device present' notification.
[06:06:28:650]  Setting timeout for Minimum, 0 ms.
[06:06:28:651]  TX: STPTO 0
[06:06:28:656]  OK
[06:06:28:657]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:28:669]  Empty response to STPX with data. OK.
[06:06:28:672]  Setting timeout for ReadCrc, 100 ms.
[06:06:28:673]  TX: STPTO 100
[06:06:28:681]  OK
[06:06:28:682]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:28:710]  RX: 6C F0 10 7D FF 01
[06:06:28:777]  Sending 'test device present' notification.
[06:06:28:778]  Setting timeout for Minimum, 0 ms.
[06:06:28:778]  TX: STPTO 0
[06:06:28:843]  OK
[06:06:28:845]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:28:849]  Empty response to STPX with data. OK.
[06:06:28:861]  Setting timeout for ReadCrc, 100 ms.
[06:06:28:863]  TX: STPTO 100
[06:06:28:872]  OK
[06:06:28:874]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:29:000]  RX: 6C F0 10 7D FF 02
[06:06:29:078]  Sending 'test device present' notification.
[06:06:29:081]  Setting timeout for Minimum, 0 ms.
[06:06:29:083]  TX: STPTO 0
[06:06:29:175]  OK
[06:06:29:176]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:29:188]  Empty response to STPX with data. OK.
[06:06:29:189]  Setting timeout for ReadCrc, 100 ms.
[06:06:29:190]  TX: STPTO 100
[06:06:29:196]  OK
[06:06:29:197]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:29:302]  RX: 6C F0 10 7D FF 02
[06:06:29:373]  Sending 'test device present' notification.
[06:06:29:373]  Setting timeout for Minimum, 0 ms.
[06:06:29:377]  TX: STPTO 0
[06:06:29:406]  OK
[06:06:29:407]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:29:421]  Empty response to STPX with data. OK.
[06:06:29:422]  Setting timeout for ReadCrc, 100 ms.
[06:06:29:422]  TX: STPTO 100
[06:06:29:431]  OK
[06:06:29:432]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:29:575]  RX: 6C F0 10 7D FF 02
[06:06:29:627]  Sending 'test device present' notification.
[06:06:29:630]  Setting timeout for Minimum, 0 ms.
[06:06:29:632]  TX: STPTO 0
[06:06:29:662]  OK
[06:06:29:664]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:29:713]  Empty response to STPX with data. OK.
[06:06:29:714]  Setting timeout for ReadCrc, 100 ms.
[06:06:29:715]  TX: STPTO 100
[06:06:29:723]  OK
[06:06:29:723]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:29:828]  RX: 6C F0 10 7D FF 02
[06:06:29:905]  Sending 'test device present' notification.
[06:06:29:906]  Setting timeout for Minimum, 0 ms.
[06:06:29:907]  TX: STPTO 0
[06:06:29:940]  OK
[06:06:29:941]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:29:954]  Empty response to STPX with data. OK.
[06:06:29:956]  Setting timeout for ReadCrc, 100 ms.
[06:06:29:957]  TX: STPTO 100
[06:06:29:964]  OK
[06:06:29:965]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:30:068]  RX: 6C F0 10 7D FF 02
[06:06:30:141]  Sending 'test device present' notification.
[06:06:30:142]  Setting timeout for Minimum, 0 ms.
[06:06:30:144]  TX: STPTO 0
[06:06:30:174]  OK
[06:06:30:177]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:30:191]  Empty response to STPX with data. OK.
[06:06:30:193]  Setting timeout for ReadCrc, 100 ms.
[06:06:30:196]  TX: STPTO 100
[06:06:30:204]  OK
[06:06:30:206]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:30:324]  RX: 6C F0 10 7D FF 02
[06:06:30:392]  Sending 'test device present' notification.
[06:06:30:392]  Setting timeout for Minimum, 0 ms.
[06:06:30:395]  TX: STPTO 0
[06:06:30:424]  OK
[06:06:30:427]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:30:442]  Empty response to STPX with data. OK.
[06:06:30:443]  Setting timeout for ReadCrc, 100 ms.
[06:06:30:443]  TX: STPTO 100
[06:06:30:454]  OK
[06:06:30:455]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:30:569]  RX: 6C F0 10 7D FF 02
[06:06:30:643]  Sending 'test device present' notification.
[06:06:30:644]  Setting timeout for Minimum, 0 ms.
[06:06:30:646]  TX: STPTO 0
[06:06:30:675]  OK
[06:06:30:676]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:30:688]  Empty response to STPX with data. OK.
[06:06:30:688]  Setting timeout for ReadCrc, 100 ms.
[06:06:30:689]  TX: STPTO 100
[06:06:30:695]  OK
[06:06:30:696]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:30:801]  RX: 6C F0 10 7D FF 02
[06:06:30:870]  Sending 'test device present' notification.
[06:06:30:871]  Setting timeout for Minimum, 0 ms.
[06:06:30:871]  TX: STPTO 0
[06:06:30:904]  OK
[06:06:30:906]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:30:909]  Empty response to STPX with data. OK.
[06:06:30:918]  Setting timeout for ReadCrc, 100 ms.
[06:06:30:919]  TX: STPTO 100
[06:06:30:927]  OK
[06:06:30:928]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:31:034]  RX: 6C F0 10 7D FF 02
[06:06:31:106]  Sending 'test device present' notification.
[06:06:31:107]  Setting timeout for Minimum, 0 ms.
[06:06:31:108]  TX: STPTO 0
[06:06:31:138]  OK
[06:06:31:140]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:31:155]  Empty response to STPX with data. OK.
[06:06:31:157]  Setting timeout for ReadCrc, 100 ms.
[06:06:31:158]  TX: STPTO 100
[06:06:31:167]  OK
[06:06:31:169]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:31:294]  RX: 6C F0 10 7D FF 02
[06:06:31:357]  Sending 'test device present' notification.
[06:06:31:359]  Setting timeout for Minimum, 0 ms.
[06:06:31:359]  TX: STPTO 0
[06:06:31:421]  OK
[06:06:31:424]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:31:437]  Empty response to STPX with data. OK.
[06:06:31:440]  Setting timeout for ReadCrc, 100 ms.
[06:06:31:441]  TX: STPTO 100
[06:06:31:450]  OK
[06:06:31:452]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:31:581]  RX: 6C F0 10 7D FF 02
[06:06:31:659]  Sending 'test device present' notification.
[06:06:31:661]  Setting timeout for Minimum, 0 ms.
[06:06:31:662]  TX: STPTO 0
[06:06:31:739]  OK
[06:06:31:740]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:31:767]  Empty response to STPX with data. OK.
[06:06:31:769]  Setting timeout for ReadCrc, 100 ms.
[06:06:31:771]  TX: STPTO 100
[06:06:31:781]  OK
[06:06:31:783]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:31:883]  RX: 6C F0 10 7D FF 02
[06:06:31:945]  Sending 'test device present' notification.
[06:06:31:947]  Setting timeout for Minimum, 0 ms.
[06:06:31:948]  TX: STPTO 0
[06:06:31:980]  OK
[06:06:31:982]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:31:995]  Empty response to STPX with data. OK.
[06:06:31:997]  Setting timeout for ReadCrc, 100 ms.
[06:06:31:998]  TX: STPTO 100
[06:06:32:023]  OK
[06:06:32:026]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:32:152]  RX: 6C F0 10 7D FF 02
[06:06:32:205]  Sending 'test device present' notification.
[06:06:32:208]  Setting timeout for Minimum, 0 ms.
[06:06:32:210]  TX: STPTO 0
[06:06:32:278]  OK
[06:06:32:278]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:32:281]  Empty response to STPX with data. OK.
[06:06:32:291]  Setting timeout for ReadCrc, 100 ms.
[06:06:32:291]  TX: STPTO 100
[06:06:32:299]  OK
[06:06:32:300]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:32:402]  RX: 6C F0 10 7D FF 02
[06:06:32:469]  Sending 'test device present' notification.
[06:06:32:470]  Setting timeout for Minimum, 0 ms.
[06:06:32:471]  TX: STPTO 0
[06:06:32:507]  OK
[06:06:32:508]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:32:519]  Empty response to STPX with data. OK.
[06:06:32:520]  Setting timeout for ReadCrc, 100 ms.
[06:06:32:521]  TX: STPTO 100
[06:06:32:527]  OK
[06:06:32:529]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:32:629]  RX: 6C F0 10 7D FF 02
[06:06:32:693]  Sending 'test device present' notification.
[06:06:32:694]  Setting timeout for Minimum, 0 ms.
[06:06:32:695]  TX: STPTO 0
[06:06:32:725]  OK
[06:06:32:727]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:32:746]  Empty response to STPX with data. OK.
[06:06:32:748]  Setting timeout for ReadCrc, 100 ms.
[06:06:32:750]  TX: STPTO 100
[06:06:32:759]  OK
[06:06:32:762]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:34:026]  Timeout during receive.
[06:06:34:087]  Sending 'test device present' notification.
[06:06:34:089]  Setting timeout for Minimum, 0 ms.
[06:06:34:089]  TX: STPTO 0
[06:06:34:143]  OK
[06:06:34:146]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:34:160]  Empty response to STPX with data. OK.
[06:06:34:162]  Setting timeout for ReadCrc, 100 ms.
[06:06:34:164]  TX: STPTO 100
[06:06:34:173]  OK
[06:06:34:175]  TX: STPX H:6C10F0, R:1, D:3D02020000040000
[06:06:34:282]  RX: 6C F0 10 7D 02 02 00 00 04 00 00 6F FD 4D A8
[06:06:34:288]  040000-05FFFF	6FFD4DA8	6FFD4DA8	Same	OperatingSystem
[06:06:34:314]  Sending 'test device present' notification.
[06:06:34:319]  Setting timeout for Minimum, 0 ms.
[06:06:34:321]  TX: STPTO 0
[06:06:34:329]  OK
[06:06:34:330]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:34:343]  Empty response to STPX with data. OK.
[06:06:34:344]  Setting timeout for ReadCrc, 100 ms.
[06:06:34:345]  TX: STPTO 100
[06:06:34:352]  OK
[06:06:34:359]  Sending 'test device present' notification.
[06:06:34:365]  Setting timeout for Minimum, 0 ms.
[06:06:34:366]  TX: STPTO 0
[06:06:34:374]  OK
[06:06:34:375]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:34:387]  Empty response to STPX with data. OK.
[06:06:34:388]  Setting timeout for ReadCrc, 100 ms.
[06:06:34:389]  TX: STPTO 100
[06:06:34:397]  OK
[06:06:34:397]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:34:422]  RX: 6C F0 10 7D FF 01
[06:06:34:495]  Sending 'test device present' notification.
[06:06:34:497]  Setting timeout for Minimum, 0 ms.
[06:06:34:499]  TX: STPTO 0
[06:06:34:531]  OK
[06:06:34:534]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:34:548]  Empty response to STPX with data. OK.
[06:06:34:551]  Setting timeout for ReadCrc, 100 ms.
[06:06:34:554]  TX: STPTO 100
[06:06:34:586]  OK
[06:06:34:589]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:34:694]  RX: 6C F0 10 7D FF 02
[06:06:34:761]  Sending 'test device present' notification.
[06:06:34:764]  Setting timeout for Minimum, 0 ms.
[06:06:34:765]  TX: STPTO 0
[06:06:34:843]  OK
[06:06:34:844]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:34:848]  Empty response to STPX with data. OK.
[06:06:34:859]  Setting timeout for ReadCrc, 100 ms.
[06:06:34:861]  TX: STPTO 100
[06:06:34:870]  OK
[06:06:34:872]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:34:974]  RX: 6C F0 10 7D FF 02
[06:06:35:042]  Sending 'test device present' notification.
[06:06:35:043]  Setting timeout for Minimum, 0 ms.
[06:06:35:044]  TX: STPTO 0
[06:06:35:070]  OK
[06:06:35:072]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:35:086]  Empty response to STPX with data. OK.
[06:06:35:089]  Setting timeout for ReadCrc, 100 ms.
[06:06:35:090]  TX: STPTO 100
[06:06:35:100]  OK
[06:06:35:103]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:35:229]  RX: 6C F0 10 7D FF 02
[06:06:35:283]  Sending 'test device present' notification.
[06:06:35:287]  Setting timeout for Minimum, 0 ms.
[06:06:35:290]  TX: STPTO 0
[06:06:35:321]  OK
[06:06:35:325]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:35:339]  Empty response to STPX with data. OK.
[06:06:35:340]  Setting timeout for ReadCrc, 100 ms.
[06:06:35:340]  TX: STPTO 100
[06:06:35:347]  OK
[06:06:35:348]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:35:451]  RX: 6C F0 10 7D FF 02
[06:06:35:522]  Sending 'test device present' notification.
[06:06:35:526]  Setting timeout for Minimum, 0 ms.
[06:06:35:527]  TX: STPTO 0
[06:06:35:557]  OK
[06:06:35:558]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:35:570]  Empty response to STPX with data. OK.
[06:06:35:571]  Setting timeout for ReadCrc, 100 ms.
[06:06:35:571]  TX: STPTO 100
[06:06:35:578]  OK
[06:06:35:579]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:35:685]  RX: 6C F0 10 7D FF 02
[06:06:35:753]  Sending 'test device present' notification.
[06:06:35:754]  Setting timeout for Minimum, 0 ms.
[06:06:35:757]  TX: STPTO 0
[06:06:35:835]  OK
[06:06:35:837]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:35:867]  Empty response to STPX with data. OK.
[06:06:35:869]  Setting timeout for ReadCrc, 100 ms.
[06:06:35:871]  TX: STPTO 100
[06:06:35:880]  OK
[06:06:35:882]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:35:983]  RX: 6C F0 10 7D FF 02
[06:06:36:057]  Sending 'test device present' notification.
[06:06:36:060]  Setting timeout for Minimum, 0 ms.
[06:06:36:062]  TX: STPTO 0
[06:06:36:169]  OK
[06:06:36:170]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:36:183]  Empty response to STPX with data. OK.
[06:06:36:184]  Setting timeout for ReadCrc, 100 ms.
[06:06:36:185]  TX: STPTO 100
[06:06:36:192]  OK
[06:06:36:192]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:36:298]  RX: 6C F0 10 7D FF 02
[06:06:36:364]  Sending 'test device present' notification.
[06:06:36:366]  Setting timeout for Minimum, 0 ms.
[06:06:36:368]  TX: STPTO 0
[06:06:36:396]  OK
[06:06:36:396]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:36:409]  Empty response to STPX with data. OK.
[06:06:36:410]  Setting timeout for ReadCrc, 100 ms.
[06:06:36:410]  TX: STPTO 100
[06:06:36:418]  OK
[06:06:36:419]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:36:533]  RX: 6C F0 10 7D FF 02
[06:06:36:602]  Sending 'test device present' notification.
[06:06:36:603]  Setting timeout for Minimum, 0 ms.
[06:06:36:603]  TX: STPTO 0
[06:06:36:633]  OK
[06:06:36:634]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:36:648]  Empty response to STPX with data. OK.
[06:06:36:649]  Setting timeout for ReadCrc, 100 ms.
[06:06:36:651]  TX: STPTO 100
[06:06:36:658]  OK
[06:06:36:660]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:36:760]  RX: 6C F0 10 7D FF 02
[06:06:36:822]  Sending 'test device present' notification.
[06:06:36:824]  Setting timeout for Minimum, 0 ms.
[06:06:36:825]  TX: STPTO 0
[06:06:36:833]  OK
[06:06:36:835]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:36:839]  Empty response to STPX with data. OK.
[06:06:36:856]  Setting timeout for ReadCrc, 100 ms.
[06:06:36:857]  TX: STPTO 100
[06:06:36:898]  OK
[06:06:36:900]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:37:002]  RX: 6C F0 10 7D FF 02
[06:06:37:072]  Sending 'test device present' notification.
[06:06:37:076]  Setting timeout for Minimum, 0 ms.
[06:06:37:079]  TX: STPTO 0
[06:06:37:111]  OK
[06:06:37:113]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:37:146]  Empty response to STPX with data. OK.
[06:06:37:147]  Setting timeout for ReadCrc, 100 ms.
[06:06:37:147]  TX: STPTO 100
[06:06:37:154]  OK
[06:06:37:154]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:37:265]  RX: 6C F0 10 7D FF 02
[06:06:37:334]  Sending 'test device present' notification.
[06:06:37:337]  Setting timeout for Minimum, 0 ms.
[06:06:37:338]  TX: STPTO 0
[06:06:37:370]  OK
[06:06:37:371]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:37:411]  Empty response to STPX with data. OK.
[06:06:37:413]  Setting timeout for ReadCrc, 100 ms.
[06:06:37:416]  TX: STPTO 100
[06:06:37:426]  OK
[06:06:37:428]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:37:529]  RX: 6C F0 10 7D FF 02
[06:06:37:588]  Sending 'test device present' notification.
[06:06:37:590]  Setting timeout for Minimum, 0 ms.
[06:06:37:592]  TX: STPTO 0
[06:06:37:622]  OK
[06:06:37:625]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:37:629]  Empty response to STPX with data. OK.
[06:06:37:642]  Setting timeout for ReadCrc, 100 ms.
[06:06:37:645]  TX: STPTO 100
[06:06:37:654]  OK
[06:06:37:657]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:37:766]  RX: 6C F0 10 7D FF 02
[06:06:37:836]  Sending 'test device present' notification.
[06:06:37:837]  Setting timeout for Minimum, 0 ms.
[06:06:37:837]  TX: STPTO 0
[06:06:37:866]  OK
[06:06:37:867]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:37:879]  Empty response to STPX with data. OK.
[06:06:37:879]  Setting timeout for ReadCrc, 100 ms.
[06:06:37:880]  TX: STPTO 100
[06:06:37:931]  OK
[06:06:37:933]  TX: STPX H:6C10F0, R:1, D:3D02020000020000
[06:06:38:036]  RX: 6C F0 10 7D FF 02
[06:06:38:103]  Sending 'test device present' notification.
[06:06:38:104]  Setting timeout for Minimum, 0 ms.
[06:06:38:105]  TX: STPTO 0
[06:06:38:136]  OK
[06:06:38:138]  TX: STPX H:8CFEF0, R:0, D:3F
[06:06:38:152]  Empty response to STPX with data. OK.
[06:06:38:155]  Setting timeout for ReadCrc, 100 ms.
